Country;Area;Waterbody Type;Date;Ammonia (mg/l);Biochemical Oxygen Demand (mg/l);Dissolved Oxygen (mg/l);Orthophosphate (mg/l);pH (ph units);Temperature (cel);Nitrogen (mg/l);Nitrate (mg/l);CCME_Values;CCME_WQI
Canada;CZPLA_279;River;12/01/2007;0.06802;476.667;1.128.889;0.061;823.333;13.6;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPLA_183;River;12/01/2008;0.06283;18.125;11.65;0.061;7.475;12.0;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPOD_5315;River;12/01/2009;0.05155;193.333;1.146.667;0.00761;7.85;9.3;0.4;369.638;100.0;Excellent
Canada;CZPOH_15375;River;12/01/2010;0.07196;213.333;1.045.833;0.061;693.636;909.167;0.4;1.416.576;9.311.672.543.579.720;Good
Canada;CZPMO_3953;River;12/01/2011;0.02578;116.667;1.096.667;0.07053;806.667;1.176.667;0.4;3.161.473;9.293.261.950.177.230;Good
Canada;CZPLA_367;River;12/01/2012;0.1074;213.333;10.275;0.061;805.455;9.5;0.4;1.560.447;9.311.672.543.579.720;Good
Canada;CZPLA_311;River;05/03/2012;0.28354;579.167;10.625;0.04566;826.667;13.175;0.4;1.715.385;100.0;Excellent
Canada;CZPVL_1090;River;10/04/2012;0.45967;2.35;1.083.917;0.04675;858.333;1.198.333;0.4;1.308.365;9.319.549.900.768.100;Good
Canada;CZPLA_24;River;12/01/2000;0.05746;1.425;11.575;0.061;778.333;941.667;0.4;604.996;9.311.672.543.579.720;Good
Canada;CZPMO_YPPMA024;River;12/01/2001;0.11814;2.175;1.138.333;0.04272;752.833;9.4;0.4;1.103.011;100.0;Excellent
Canada;CZPVL_9210;River;12/01/2002;0.04672;144.286;11.25;0.01777;758.333;910.833;0.4;2.412.606;100.0;Excellent
Canada;CZPMO_511-034;River;12/01/2003;0.24702;493.333;9.925;0.05732;785.833;9.875;0.4;3.257.387;9.316.016.911.175.550;Good
Canada;CZPOD_5012;River;12/01/2004;0.14929;184.167;1.089.167;0.07257;785.583;1.041.667;0.4;1.062.801;9.288.099.788.104.010;Good
Canada;CZPLA_132;River;12/01/2005;0.49941;2.525;1.068.333;0.061;758.333;9.65;0.4;929.628;9.311.672.543.579.720;Good
Canada;CZPOH_1060;River;12/01/2006;0.1488;178.182;1.085.455;0.04588;792.727;1.016.364;0.4;973.896;100.0;Excellent
Canada;CZPLA_400;River;08/06/2006;0.05209;213.333;11.125;0.061;8.1;891.667;0.4;287.742;9.311.672.543.579.720;Good
Canada;CZPLA_201;River;12/01/2007;127.913;35.125;85.125;0.061;7.725;12.325;0.4;2.739.083;8.448.474.048.280.660;Good
Canada;CZPMO_BPPSE004;River;12/01/2008;0.02929;107.273;1.134.545;0.01058;819.091;994.545;0.4;374.668;100.0;Excellent
Canada;CZPLA_614;River;12/01/2009;184.513;743.333;8.2;0.061;793.333;903.333;0.4;5.430.208;7.000.013.631.408.240;Fair
Canada;CZPMO_YPPHA009;River;12/01/2010;0.06874;189.167;11.475;0.03335;7.75;8.7;0.4;1.479.289;100.0;Excellent
Canada;CZPVL_8003;River;12/01/2011;0.06874;1.8;1.226.667;0.01613;761.111;5.9;0.4;440.221;100.0;Excellent
Canada;CZPOD_5584;River;12/01/2012;0.11921;235.833;1.108.333;0.13643;781.167;935.833;0.4;1.341.689;9.004.266.627.082.210;Good
Canada;CZPOH_1532;River;05/03/2012;0.83303;190.909;1.115.833;0.061;739.167;9.7;0.4;323.961;8.582.405.971.341.510;Good
Canada;CZPOH_302-011;River;10/04/2012;0.21207;151.818;861.818;0.061;720.909;898.182;0.4;1.243.528;9.311.672.543.579.720;Good
Canada;CZPVL_1058;River;12/01/2000;0.09559;3.51;10.425;0.04566;725.833;1.045.833;0.4;706.075;100.0;Excellent
Canada;CZPLA_531;River;12/01/2001;0.27065;3.05;10.4;0.061;821.667;1.061.667;0.4;365.211;9.311.672.543.579.720;Good
Canada;CZPLA_112;River;12/01/2002;0.06874;211.667;1.121.667;0.061;808.333;6.5;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPOH_1179;River;12/01/2003;0.02929;128.182;1.064.545;0.061;736.364;749.091;0.4;386.741;9.311.672.543.579.720;Good
Canada;CZPMO_501-032;River;12/01/2004;0.8993;156.667;11.684.103.383.014.400;0.2963;796.667;1.062.222;0.4;2.630.995;7.691.481.804.127.270;Fair
Canada;CZPMO_DPPZE024;River;12/01/2005;0.07196;394.167;10.375;0.02138;7.675;1.084.167;0.4;2.383.094;100.0;Excellent
Canada;CZPLA_293;River;12/01/2006;0.10525;3.05;1.086.667;0.061;7.4;9.4;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPLA_175;River;08/06/2006;0.42101;4.4;1.096.667;0.061;726.667;858.333;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPMO_XPPBY033;River;12/01/2007;0.11814;1.525;1.151.667;0.01571;761.667;895.833;0.4;1.516.179;100.0;Excellent
Canada;CZPOD_1155;River;12/01/2008;0.12888;1.9;1.141.667;0.08643;802.167;963.333;0.4;776.535;9.243.551.105.014.990;Good
Canada;CZPMO_XPPMS029;River;12/01/2009;0.10896;157.273;1.103.636;0.02923;739.091;1.032.727;0.4;1.762.671;100.0;Excellent
Canada;CZPOD_5503;River;12/01/2010;0.06444;173.333;1.090.833;0.06604;78.725;1.033.333;0.4;1.044.356;9.303.157.526.855.690;Good
Canada;CZPOH_1033;River;12/01/2011;0.88712;4.3;9.1;0.0136;797.273;1.125.833;0.4;1.309.595;9.234.854.525.227.520;Good
Canada;CZPLA_148;River;12/01/2012;0.31683;2.8;938.333;0.061;804.167;1.108.333;0.4;1.578.892;9.311.672.543.579.720;Good
Canada;CZPVL_1094;River;05/03/2012;0.09183;137.778;10.31;0.14296;799.167;1.061.667;0.4;1.117.767;8.969.033.528.408.480;Good
Canada;CZPVL_1048;River;10/04/2012;0.27241;3.7;1.080.909;0.13419;796.364;955.455;0.4;812.921;9.016.264.841.627.550;Good
Canada;CZPLA_140;River;12/01/2000;0.3222;3.5;10.26;0.061;7.5;7.98;0.4;1.350.174;9.311.672.543.579.720;Good
Canada;CZPMO_503-016;River;12/01/2001;102.987;4.9;969.091;0.0547;802.727;1.163.636;0.4;781.129;8.547.959.480.814.630;Good
Canada;CZPOD_1144;River;12/01/2002;0.11062;209.167;1.111.667;0.08507;78.425;981.667;0.4;1.078.664;9.248.570.683.055.240;Good
Canada;CZPVL_3634;River;12/01/2003;0.04403;1.0;1.100.833;0.03155;818.333;864.167;0.4;287.742;100.0;Excellent
Canada;CZPVL_3267;River;12/01/2004;0.1475;365.714;1.138.889;0.06124;735.556;702.222;0.4;2.193.725;931.133.284.879.266;Good
Canada;CZPLA_680;River;12/01/2005;0.25132;401.667;1.043.333;0.061;771.667;1.073.333;0.4;1.099.322;9.311.672.543.579.720;Good
Canada;CZPOH_1099;River;12/01/2006;0.1;213.333;9.54;0.061;7.52;8.74;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPLA_227;River;08/06/2006;0.03437;204.167;1.156.667;0.061;770.833;8.425;0.4;435.302;9.311.672.543.579.720;Good
Canada;CZPVL_2060;River;12/01/2007;0.06713;118.333;11.425;0.02294;739.167;880.833;0.4;6.182.764;9.297.550.968.785.720;Good
Canada;CZPLA_119;River;12/01/2008;0.0247;195.714;1.071.429;0.061;788.571;817.143;0.4;1.699.891;9.311.672.543.579.720;Good
Canada;CZPMO_ZPPLP005;River;12/01/2009;0.14645;214.545;9.9;0.061;805.455;1.238.182;0.4;1.356.211;9.311.672.543.579.720;Good
Canada;CZPMO_501-011;River;12/01/2010;0.508;374.167;1.076.667;0.05544;788.333;9.65;0.4;3.194.674;8.637.835.471.156.550;Good
Canada;CZPOD_5577;River;12/01/2011;0.06337;270.833;1.126.667;0.16687;8.0;1.004.167;0.4;931.841;8.838.543.365.899.080;Good
Canada;AL046;River;12/01/2012;0.01186;5.0;9.824;0.0091;7.733.333.333;1.866.666.667;0.4;0.432366667;100.0;Excellent
Canada;CZPOD_5544;River;05/03/2012;0.05155;2.125;1.105.833;0.02174;78.725;894.167;0.4;34.529;100.0;Excellent
Canada;CZPOH_1267;River;10/04/2012;0.08538;17.625;9.925;0.061;75.625;7.475;0.4;64.742;9.311.672.543.579.720;Good
Canada;CZPLA_503;River;12/01/2000;0.17828;213.333;1.021.667;0.061;7.95;1.149.167;0.4;2.187.577;9.311.672.543.579.720;Good
Canada;CZPOH_305-026;River;12/01/2001;0.27924;3.7;8.8;0.061;783.333;683.333;0.4;125.426;9.311.672.543.579.720;Good
Canada;CZPLA_390;River;12/01/2002;0.14606;281.667;1.058.333;0.061;8.0;1.038.333;0.4;863.226;9.311.672.543.579.720;Good
Canada;CZPLA_391;River;12/01/2003;0.03974;183.333;11.05;0.061;7.75;866.667;0.4;1.047.676;9.311.672.543.579.720;Good
Canada;CZPOD_5568;River;12/01/2004;0.05155;148.889;1.118.889;0.02066;792.667;978.889;0.4;452.025;100.0;Excellent
Canada;CZPOH_1308;River;12/01/2005;0.04511;12.375;11.1;0.061;70.625;7.7;0.4;292.722;9.311.672.543.579.720;Good
Canada;CZPOH_1190;River;12/01/2006;0.03061;10.125;103.875;0.061;686.667;85.625;0.4;271.142;9.311.672.543.579.720;Good
Canada;CZPLA_175;River;08/06/2006;0.17785;1.84;11.06;0.061;7.64;9.76;0.4;717.142;9.311.672.543.579.720;Good
Canada;CZPLA_160;River;12/01/2007;0.0696;2.22;10.88;0.061;8.14;10.12;0.4;646.313;9.311.672.543.579.720;Good
Canada;CZPLA_85;River;12/01/2008;0.06337;2.1;11.05;0.061;6.3;766.667;0.4;0.55335;9.311.672.543.579.720;Good
Canada;CZPLA_117;River;12/01/2009;0.11599;2.75;10.425;0.061;8.0;7.975;0.4;1.737.519;9.311.672.543.579.720;Good
Canada;CZPVL_8953;River;12/01/2010;0.03866;213.333;862.833;0.0405;6.95;1.346.667;0.4;194.779;100.0;Excellent
Canada;CZPLA_107;River;12/01/2011;0.06444;3.22;10.32;0.061;8.4;13.34;0.4;1.487.405;9.311.672.543.579.720;Good
Canada;CZPLA_649;River;12/01/2012;0.19117;2.3;10.56;0.061;818.333;1.158.333;0.4;4.043.144;9.311.672.543.579.720;Good
Canada;CZPVL_2804;River;05/03/2012;0.03437;213.333;1.093.333;0.01196;686.667;1.086.667;0.4;203.633;100.0;Excellent
Canada;CZPVL_3638;River;10/04/2012;0.0537;141.667;8.755;0.01266;798.333;12.0;0.4;583.682;100.0;Excellent
Canada;CZPVL_2131;River;12/01/2000;0.02835;1.46;10.24;0.00978;6.2;11.62;0.4;154.053;100.0;Excellent
Canada;CZPVL_9420;River;12/01/2001;0.4253;5.5;10.1;0.03424;806.667;10.6;0.4;4.565.506;9.319.530.264.629.990;Good
Canada;CZPOD_5555;River;12/01/2002;28.998;448.333;7.25;0.35005;780.167;1.338.333;0.4;135.829;6.945.157.764.150.970;Fair
Canada;CZPVL_3132;River;12/01/2003;0.05155;2.15;11.05;0.05109;793.667;1.161.667;0.4;900.854;9.319.485.678.235.440;Good
Canada;CZPOD_5559;River;12/01/2004;0.05155;133.333;10.55;0.02011;7.955;1.086.667;0.4;815.269;100.0;Excellent
Canada;CZPOD_5560;River;12/01/2005;0.05155;181.667;1.091.667;0.03261;8.03;966.667;0.4;33.865;100.0;Excellent
Canada;CZPOD_5566;River;12/01/2006;0.05155;153.333;1.073.333;0.01522;808.167;1.036.667;0.4;332.748;100.0;Excellent
Canada;CZPOD_5563;River;08/06/2006;0.05155;1.25;10.4;0.03479;789.667;11.8;0.4;613.112;100.0;Excellent
Canada;FISW_198;Lake;12/01/1981;0.01932;213.333;11.684.103.383.014.400;0.00433;7.79;12.388;0.4;228.729.809;100.0;Excellent
Canada;FISW_4278;Lake;12/01/1982;0.043792;213.333;7.966;0.0;7.79;9.62;0.4;247.912;100.0;Excellent
Canada;FISW_2120;Lake;12/01/1983;0.0483;213.333;10.782;0.061;7.79;4.628;0.4;0.97394;9.311.672.543.579.720;Good
Canada;FISW_491;Lake;12/01/1984;0.32844;213.333;9.64;0.01;7.79;8.1;0.4;3.780.658;100.0;Excellent
Canada;DESM_DEBY_2138;Lake;12/01/1985;0.061824;213.333;11.66;0.01;7.79;7.619;0.4;1.040.345;100.0;Excellent
Canada;DESM_DENI_47812999;Lake;12/01/1986;0.36708;213.333;11.475;0.01;7.79;9.065;0.4;0.92967;100.0;Excellent
Canada;FISW_198;Lake;12/01/1987;0.03004904;201.667;7.94;0.01;8.52;8.135;0.4;0.95919809;9.319.565.281.469.690;Good
Canada;FISW_521;Lake;12/01/1988;0.041322904;213.333;7.511;0.003;86.471;9.658;0.4;0.017708;9.319.515.425.016.680;Good
Canada;FISW_2261;Lake;12/01/1989;0.03648904;213.333;11.684.103.383.014.400;0.00495;86.004;8.793;0.4;0.013281;9.319.542.536.788.350;Good
Canada;ATSE10102000;Lake;12/01/1990;0.221536;213.333;100.714;0.0564;86.677;10.834;0.055;107.514.122;8.637.322.300.828.880;Good
Canada;FISW_2120;Lake;02/12/1990;0.0;213.333;3.8;0.0;7.79;3.466;0.4;583.682;100.0;Excellent
Canada;HU101178298;Lake;12/01/1991;0.055277096;213.333;105.833;0.00433;86.533;8.412;0.4;0.022135;9.319.511.059.572.850;Good
Canada;FISW_199;Lake;12/01/1992;0.20286;24.926;7.866;0.005333;86.015;8.1;0.4;5.856.921;8.182.065.289.326.880;Good
Canada;EESJA2785003;Lake;12/01/1993;0.20699448;213.333;6.279;0.02;87.624;10.157;0.037;20.731.641;931.940.496.066.802;Good
Canada;FISW_622;Lake;12/01/1994;0.137387096;213.333;11.684.103.383.014.400;0.01;87.519;9.416;0.4;17.708;9.319.417.576.443.860;Good
Canada;FISW_2199;Lake;12/01/1995;0.0434056;213.333;6.314;0.01;85.928;9.589;0.011;0.2545525;9.319.545.983.942.940;Good
Canada;CYD8-7-4-05;River;12/01/1996;0.17296552;2.25;11.525;0.003;84.908;8.037;0.014;0.106248;100.0;Excellent
Canada;CYD8-7-4-05;River;12/01/1997;0.01503096;1.5;5.137;0.0073;87.467;10.511;0.023;258.240.191;931.942.363.501.313;Good
Canada;CYD8-7-4-05;River;12/01/1998;0.0217028;3.0;98.333;0.6575;86.678;4.333;0.136;323.171;6.790.132.613.526.820;Fair
Canada;CYD8-7-4-05;River;12/01/1999;0.01288;7.62;11.684.103.383.014.400;0.009;8.627;9.87;0.4;0.026562;8.632.559.272.990.880;Good
Canada;IT09S1292;River;12/01/2000;0.05152;1.5;11.684.103.383.014.400;0.017;69.738;103.716;0.4;0.460518675;100.0;Excellent
Canada;IT09S1292;River;12/01/2001;0.03864;258.889;10.95;0.012;87.814;102.532;0.4;17.721.281;9.319.380.833.833.080;Good
Canada;IT09S1292;River;12/01/2002;0.0644;214.286;11.684.103.383.014.400;0.033;87.064;14.735;0.4;1.350.235;9.319.466.333.410.730;Good
Canada;IT09S1292;River;12/01/2003;0.014812;2.071;937.882;0.1171;87.443;102.068;0.4;22.170.416;851.598.107.850.532;Good
Canada;IT09S1292;River;12/01/2004;0.013041;0.395;10.205;0.25675;8.1;9.4;0.0764;0.3337958;8.371.396.058.177.700;Good
Canada;IT09S2450;River;12/01/2005;0.0;0.4;7.81;0.001;87.424;12.973;0.0468;0.35969375;9.319.428.550.252.140;Good
Canada;SE713404-172465;Lake;08/06/2005;0.01932;42.667;77.667;0.07;7.79;12.0;0.4;1.000.502;9.294.536.853.574.490;Good
Canada;IT09S1292;River;12/01/2006;0.015456;0.131667;931.667;0.0015;8.255;16.8;0.019;0.22135;100.0;Excellent
Canada;PL01S0302_0232;Lake;10/04/2006;0.010671994;213.333;9.066;0.00516667;7.79;16.83;0.4;0.101188382;100.0;Excellent
Canada;IT2112002;Lake;08/06/2006;0.02146671;0.576;106.106;0.00046667;7.79;106.167;0.4;1.644.112.541;100.0;Excellent
Canada;IT09S1292;River;12/01/2007;0.388250856;2.25;11.684.103.383.014.400;0.0034;7.845;13.1;0.0685;0.391221073;100.0;Excellent
Canada;IT2112232;Lake;05/03/2007;0.0039928;1.1;10.93;0.005;7.79;12.0;0.4;17.867.372;100.0;Excellent
Canada;SE728095-175926;Lake;10/04/2007;0.009016;1.835;11.7;0.001;7.79;12.0;0.009;0.154945;100.0;Excellent
Canada;IT2112102;Lake;08/06/2007;0.014754555;0.228333;102.083;0.00285;7.79;12.0;0.0058;0.145371612;100.0;Excellent
Canada;IT2112232;Lake;11/09/2007;0.002576;0.26;10.545;0.061;7.79;12.0;0.4;243.485;9.311.672.543.579.720;Good
Canada;IT09S1292;River;12/01/2008;0.092092;2.0;8.375;0.0;82.525;15.7;0.0002;1.617.559.395;100.0;Excellent
Canada;IT2112232;Lake;05/03/2008;0.0081144;0.16;11.14;0.0004;7.79;4.48;0.4;2.085.117;100.0;Excellent
Canada;FISW_622;Lake;10/04/2008;0.002576;213.333;7.105;0.001;6.6;152.875;0.006;0.4427;100.0;Excellent
Canada;IT2112102;Lake;08/06/2008;0.01932;0.365417;7.2;0.00033333;7.79;10.165;0.4;1.297.111;100.0;Excellent
Canada;IT2112102;Lake;11/09/2008;0.023184;0.29;9.88;0.0006;7.79;5.3;0.4;13.745.835;100.0;Excellent
Canada;DESM_0203210010;River;12/01/2009;0.0261464;12.662;8.6;0.0282;6.49;12.505;0.005;0.3382228;100.0;Excellent
Canada;FISW_991;Lake;10/04/2009;0.058880018;213.333;7.5;0.004;7.79;172.857;0.4;0.180242206;100.0;Excellent
Canada;EESJA3670000;River;08/06/2009;0.030912;1.0;8.8;0.006;8.1;18.2;0.4;0.22135;100.0;Excellent
Canada;UKEA_WIMS_MI_36741880;River;12/01/2010;0.02576;3.4;11.684.103.383.014.400;0.0154;817.129;10.02;0.003;0.3948884;100.0;Excellent
Canada;PL02S0602_3021;Lake;10/04/2010;0.288512;213.333;11.684.103.383.014.400;0.0215;8.575;17.05;0.4;0.509105;9.319.552.998.722.800;Good
Canada;EESJA2030000;River;08/06/2010;0.072128;1.4;8.6;0.014;8.4;19.4;0.4;0.110675;100.0;Excellent
Canada;PL01S1001_1514;River;12/01/2011;0.0047656;211.667;110.709;0.02;8.55;12.7;0.4;0.634464359;9.319.560.342.563.200;Good
Canada;PL08S0302_0018;Lake;10/04/2011;0.06118;0.19;29.244;0.003875;72.988;134.643;0.0033;0.14719775;100.0;Excellent
Canada;EESJA3670000;River;08/06/2011;0.01288;1.8;9.824;0.013;8.4;20.3;0.4;0.110675;100.0;Excellent
Canada;IT05139;River;12/01/2012;0.008025528;0.834615;8.907;0.0025;80.775;122.846;0.025;0.1084615;100.0;Excellent
Canada;LVE2400100;Lake;10/04/2012;0.04508;183.333;861.125;0.02625;57.663;17.35;0.0525;0.7680845;100.0;Excellent
Canada;NL93_EEFDBVN;Lake;08/06/2012;0.0322;1.7;9.824;0.009;791.143;17.0;0.4;0.022135;100.0;Excellent
Canada;ES020ESPF004300336;River;12/01/2010;0.05;5.0;11.684.103.383.014.400;0.2;6.38;1.431.429;0.4;3.325;8.659.700.897.114.690;Good
Canada;CZPVL_9448;River;10/04/2010;0.14338;39.875;119.875;0.07257;7.95;76.375;0.4;633.586;9.288.099.788.104.010;Good
Canada;CZPVL_7800;River;08/06/2010;0.1;203.333;1.109.231;0.061;752.308;857.692;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPMO_1196;River;12/01/2011;0.1;349.167;768.333;0.061;7.85;1.269.167;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPLA_343;River;10/04/2011;0.1;3.15;1.034.167;0.061;793.333;12.05;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPLA_312;River;08/06/2011;0.1;214.167;10.275;0.061;818.333;10.625;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPVL_2144;River;12/01/2012;0.06186;1.85;11.49;0.02185;5.93;8.39;0.4;255.869;100.0;Excellent
Canada;CZPOD_5573;River;10/04/2012;0.05155;168.333;11.2;0.02827;771.417;909.167;0.4;52.642;100.0;Excellent
Canada;CZPVL_2504;River;08/06/2012;0.04296;147.778;11.89;0.01286;6.98;7.2;0.4;222.816;100.0;Excellent
Canada;CZPLA_25;River;12/01/2010;0.1;166.667;1.101.667;0.061;7.8;1.044.167;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPOD_5583;River;10/04/2010;0.05155;194.167;1.098.333;0.01413;789.167;970.833;0.4;862.857;100.0;Excellent
Canada;CZPOD_5409;River;08/06/2010;0.06444;148.333;1.140.833;0.01685;805.167;9.35;0.4;440.467;100.0;Excellent
Canada;CZPOD_5581;River;12/01/2011;0.1;245.833;1.045.833;0.061;767.083;1.128.333;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPMO_516-019;River;10/04/2011;0.1;319.167;991.667;0.04647;753.333;1.068.333;0.4;1.169.413;100.0;Excellent
Canada;CZPMO_501-011;River;08/06/2011;0.05155;194.167;1.155.833;0.02971;7.95;881.667;0.4;2.453.185;100.0;Excellent
Canada;AL048;River;12/01/2012;0.588;5.0;9.824;0.0261;8.37;1.626.666.667;0.4;0.245;9.314.467.278.979.860;Good
Canada;HU101179354;River;12/01/1990;0.025116;213.333;963.333;2.89;7.79;12.0;0.488111;126.156.219;5.185.042.981.352.990;Marginal
Canada;HU101178265;River;12/01/1992;0.1;136.154;9.85;0.03749;7.79;12.0;0.331923;1.032.633.166;100.0;Excellent
Canada;HU101179354;River;12/01/1993;0.1;6.12;10.45;0.04;7.79;12.0;0.4;38.182.875;9.319.498.409.123.700;Good
Canada;HU101178265;River;12/01/1994;0.074152736;1.0;10.8;0.0866617;7.79;12.0;0.317144;35.739.171;9.242.683.540.629.300;Good
Canada;HU101179354;River;12/01/1996;0.372194648;213.333;10.125;0.05;7.79;12.0;0.641002;203.642;100.0;Excellent
Canada;HU101178265;River;12/01/1997;0.0030912;111.667;9.1;0.05;7.79;12.0;0.34836;2.155.209.691;100.0;Excellent
Canada;HU101179446;River;12/01/1998;0.0;0.366667;945.833;0.05;7.79;12.0;0.6555;0.848509809;100.0;Excellent
Canada;DESM_DEBY_2322;River;12/01/1999;0.4998084;0.53;10.5;0.00652;7.79;12.0;0.586281;2.378.910.428;100.0;Excellent
Canada;DESM_DEBY_2322;River;12/01/2000;0.2360904;5.825;985.455;12.551;79.292;9.0;0.4761;457.344.516;6.085.850.940.052.340;Marginal
Canada;DESM_DEBY_2322;River;12/01/2001;0.0;0.418182;985.455;18.106;83.167;164.778;1.035;1.388.161.109;5.640.410.001.303.220;Marginal
Canada;HU101178379;River;12/01/2002;0.048484828;0.9;9.04;0.03097;79.182;120.667;0.670452;925.645.857;100.0;Excellent
Canada;DESM_DEBY_13306;River;12/01/2003;0.0301392;138.333;11.684.103.383.014.400;0.032;8.0;19.7;0.875369;13.745.835;100.0;Excellent
Canada;CZPMO_401;River;12/01/2004;0.3133704;0.0;943.636;0.0;772.917;12.0;129.617;3.899.146.655;100.0;Excellent
Canada;CZPMO_401;River;12/01/2005;0.053955093;0.525;9.7;0.00891067;80.533;8.15;0.780211;1.025.589.809;100.0;Excellent
Canada;FISW_21;River;02/12/2005;0.0132664;213.333;111.857;0.004;7.79;12.0;0.094;5.670.987;9.308.619.314.382.870;Good
Canada;DESM_UECKER_3;River;12/01/2006;0.121072;2.04;11.684.103.383.014.400;0.066;7.47;117.909;181.893;9.642.006;9.303.236.210.312.300;Good
Canada;FISW_21;River;08/06/2006;0.00322;213.333;8.455;0.001;7.79;7.95;0.0087;1.785.555.191;100.0;Excellent
Canada;ES050ESPF10502;River;12/01/2007;0.0703248;31.838;139.308;0.1122;80.567;127.645;0.0291;12.727.625;9.129.886.219.016.080;Good
Canada;SE751252-175433;Lake;12/01/2008;0.079756824;1.0;96.883;0.018;7.95;174.818;2.303;0.8331614;100.0;Excellent
Canada;FISW_200;Lake;12/01/2009;0.0166152;17.778;11.684.103.383.014.400;0.0054;8.5;114.875;0.1821;0.7999589;100.0;Excellent
Canada;IT12F4_24;River;12/01/2010;0.00644;971.667;11.684.103.383.014.400;0.625833;7.59;11.595;0.53025;87.371.272;679.375.022.114.404;Fair
Canada;IT11R110215TN;River;12/01/2011;0.52107328;151.667;98.333;0.00225;8.1;15.0;14.053;2.907.458.812;931.926.623.128.069;Good
Canada;ES080ESPFES080-JU175;River;12/01/2012;0.0620816;563.333;67.525;0.1024;82.625;17.325;0.36759;0.9628725;91.765.682.473.877;Good
Canada;SKIDKJKR01;River;12/01/2013;0.078341667;2.058.333.333;9.824;0.034166667;7.79;12.0;0.4;43.345.125;100.0;Excellent
Canada;SKIDKJOT01;River;12/01/2014;0.05044;2.366.666.667;9.7;0.061;8.42;1.650.833.333;0.4;583.682;9.311.672.543.579.720;Good
Canada;SKIDKJNB01;River;12/01/2015;0.216785;1.583.333.333;9.358.333.333;0.061;8.295.833.333;1.609.166.667;0.4;583.682;9.311.672.543.579.720;Good
Canada;SKIDKJPM01;River;12/01/2016;0.1;213.333;10.15;0.005;8.26;1.588.333.333;0.4;583.682;100.0;Excellent
Canada;SKIDKJZS01;River;12/01/2017;0.108715;1.603.333.333;9.508.333.333;0.008666667;8.005;20.5;0.4;583.682;100.0;Excellent
Canada;FISW_31;Lake;09/06/2013;0.1;213.333;8.495;0.0014;72.587;12.0;0.4;583.682;100.0;Excellent
Canada;ES064ESPFAA0000740;River;10/06/2013;0.11;1.0;9.0;0.11375;7.79;14.95;0.4;4.5;9.122.220.130.605.530;Good
Canada;ES010ESPFMS088FQ;River;11/06/2013;0.15;2.0;9.1;0.2;7.79;10.4;0.4;1.0;8.659.700.897.114.690;Good
Canada;DESM_DEBE_215;Lake;12/06/2013;0.060666667;30.175;9.824;0.033916667;7.79;12.0;0.4;0.381166667;100.0;Excellent
Canada;ES050ESSB000050921;River;13/06/2013;0.046;5.0;8.6;0.2;7.32;23.4;0.4;74.0;8.086.627.591.982.500;Good
Canada;FISW_92;River;02/12/2005;0.014168;3.267;11.5;0.0857;7.79;17.75;0.186432;34.110.035;9.246.261.025.557.830;Good
Canada;FISW_95;River;02/12/2007;0.015456;1.875;13.15;0.0935;67.114;0.02;361.384;0.101821;9.215.576.521.839.290;Good
Canada;FISW_21;River;08/06/2009;0.007728;300.833;9.824;0.1186;73.596;16.0;0.207;359.326.309;9.097.825.132.886.350;Good
Canada;FRDR06083000;River;12/01/1971;0.0644;4.0;912.222;0.132802;75.992;17.21;411.951;2.908.685.091;9.023.672.140.550.570;Good
Canada;FRDR06083000;River;12/01/1972;0.344364832;104.333;963.333;0.0197;76.384;15.75;0.00076;1.052.151.809;100.0;Excellent
Canada;UKEA_WIMS_NE_49600144;River;12/01/1973;0.533769096;25.95;99.909;0.1198;7.63;20.22;0.69;2.240.062;7.377.238.490.982.960;Fair
Canada;UKEA_WIMS_MI_36741880;River;12/01/1974;0.453482904;1.05;112.317;0.0230833;7.78;871.818;0.56587;14.764.045;100.0;Excellent
Canada;FISW_3109;River;12/01/1976;0.62307;28.849;106.658;0.051;77.368;64.286;0.53935;28.146.866;8.633.378.765.528.980;Good
Canada;FISW_3109;River;12/01/1977;0.130088;28.323;9.425;0.0281667;77.037;96.467;0.70889;445.117.142;100.0;Excellent
Canada;FISW_3109;River;12/01/1978;0.4215624;3.078;87.408;0.029;7.56;106.889;871.606;10.956.825;100.0;Excellent
Canada;FISW_3109;River;12/01/1979;0.43792;1.73;11.3;0.303;60.329;13.2;0.53;20.536.853;8.157.297.599.119.810;Good
Canada;FISW_3109;River;12/01/1980;0.381248;23.821;100.333;0.0142;64.799;20.9;0.1093;2.510.109;100.0;Excellent
Canada;FISW_3109;River;12/01/1981;0.38318;582.143;9.375;0.44475;6.053;5.76;0.9775;10.416.731;7.609.911.643.079.180;Fair
